"0,460,0"
"200,461,0"
"401,461,0"
"602,461,0"
"802,461,0"
"1002,460,0"
"1203,460,0"
"1403,460,0"
"1604,460,0"
"1805,461,0"
"2006,461,0"
"2206,460,0"
"2407,461,0"
"2608,460,0"
"2808,461,0"
"3009,460,0"
"3210,460,0"
"3410,460,0"
"3611,459,0"
"3812,460,0"
"4013,460,0"
"4213,460,0"
"4414,460,0"
"4615,460,0"
"4815,460,0"
"5016,460,0"
"5217,460,0"
"5417,460,0"
"5618,460,0"
"5819,460,0"
"6020,460,0"
"6220,460,0"
"6421,460,0"
"6622,460,0"
"6822,459,0"
"7023,459,0"
"7224,460,0"
"7425,459,0"
"7625,460,0"
"7826,460,0"
"8027,459,0"
"8227,459,0"
"8428,460,0"
"8629,459,0"
"8829,459,0"
"9030,460,0"
"9231,459,0"
"9432,459,0"
"9632,460,0"
"9833,460,0"
"10034,459,0"
"10234,460,0"
"10435,460,0"
"10636,459,0"
"10836,460,0"
"11037,459,0"
"11238,459,0"
"11439,459,0"
"11639,459,0"
"11840,459,0"
"12041,459,0"
"12241,459,0"
"12442,459,0"
"12643,459,0"
"12844,459,0"
"13044,459,0"
"13245,459,0"
"13446,459,0"
"13646,459,0"
"13847,459,11"
"14048,459,29"
"14248,459,44"
"14449,459,60"
"14650,459,74"
"14851,459,88"
"15052,459,98"
"15253,459,101"
"15454,459,101"
"15654,460,101"
"15855,460,101"
"16056,460,101"
"16257,460,101"
"16457,460,101"
"16658,460,101"
"16859,460,101"
"17060,460,101"
"17261,459,101"
"17462,460,101"
"17662,460,101"
"17863,460,101"
"18064,460,101"
"18265,460,101"
"18465,460,101"
"18666,460,101"
"18868,461,101"
"19068,460,101"
"19269,461,101"
"19470,461,101"
"19671,461,101"
"19871,461,101"
"20072,461,101"
"20273,462,101"
"20473,461,101"
"20674,461,101"
"20876,461,101"
"21076,461,101"
"21277,462,101"
"21478,462,101"
"21679,462,101"
"21879,462,101"
"22080,463,101"
"22281,462,101"
"22481,462,101"
"22683,462,101"
"22884,463,101"
"23085,463,101"
"23285,463,101"
"23486,463,101"
"23687,463,101"
"23887,463,101"
"24088,463,101"
"24289,463,101"
"24489,463,101"
"24691,463,101"
"24892,463,101"
"25093,463,101"
"25293,463,101"
"25494,464,101"
"25695,464,101"
"25895,464,101"
"26096,464,101"
"26297,464,101"
"26499,464,101"
"26699,464,101"
"26900,464,101"
"27101,464,101"
"27301,464,101"
"27502,464,101"
"27703,465,101"
"27904,464,101"
"28104,465,101"
"28306,465,101"
"28507,465,101"
"28707,465,101"
"28908,465,101"
"29109,466,101"
"29309,465,101"
"29510,465,101"
"29711,465,101"
"29912,465,101"
"30112,465,101"
"30314,465,101"
"30515,465,101"
"30715,465,101"
"30916,465,101"
"31117,466,101"
"31318,466,101"
"31518,466,101"
"31719,466,101"
"31920,466,101"
"32121,466,101"
"32322,466,101"
"32523,466,101"
"32723,467,101"
"32924,467,101"
"33125,467,101"
"33326,467,101"
"33526,467,101"
"33727,467,101"
"33928,467,101"
"34129,467,101"
"34330,467,101"
"34531,467,101"
"34732,467,101"
"34932,467,101"
"35133,467,101"
"35334,468,101"
"35534,467,101"
"35735,468,101"
"35937,468,101"
"36137,468,101"
"36338,468,101"
"36539,468,101"
"36740,468,101"
"36940,468,101"
"37141,468,101"
"37342,468,101"
"37542,468,101"
"37744,468,101"
"37945,468,101"
"38146,468,101"
"38346,468,101"
"38547,468,101"
"38748,468,101"
"38948,468,101"
"39149,468,101"
"39350,468,101"
"39550,468,101"
"39752,468,101"
"39953,469,101"
"40154,469,101"
"40354,469,101"
"40555,469,101"
"40756,469,101"
"40956,469,101"
"41157,469,101"
"41358,469,101"
"41560,469,101"
"41760,469,101"
"41961,469,101"
"42162,469,101"
"42362,469,101"
"42563,469,101"
"42764,470,101"
"42964,469,101"
"43165,469,101"
"43367,469,101"
"43568,469,101"
"43768,469,101"
"43969,469,101"
"44170,469,101"
"44370,469,101"
"44571,469,101"
"44772,469,101"
"44973,469,101"
"45173,468,101"
"45375,468,101"
"45576,468,101"
"45776,468,101"
"45977,469,101"
"46178,468,101"
"46379,468,101"
"46579,468,101"
"46780,469,101"
"46981,468,101"
"47182,468,101"
"47383,468,101"
"47584,469,101"
"47784,469,101"
"47985,469,101"
"48186,469,101"
"48387,469,101"
"48587,469,101"
"48788,469,101"
"48989,468,101"
"49190,469,101"
"49391,469,101"
"49592,469,101"
"49793,468,101"
"49993,468,101"
"50194,468,101"
"50395,468,101"
"50595,468,101"
"50796,469,101"
"50998,468,101"
"51198,469,101"
"51399,469,101"
"51600,469,101"
"51801,469,101"
"52001,469,101"
"52202,469,101"
"52403,469,101"
"52603,469,101"
"52805,469,101"
"53006,469,101"
"53207,469,101"
"53407,469,101"
"53608,469,101"
"53809,469,101"
"54009,469,101"
"54210,469,101"
"54411,469,101"
"54611,469,101"
"54813,469,101"
"55014,469,101"
"55215,469,101"
"55415,469,101"
"55616,469,101"
"55817,469,101"
"56017,469,101"
"56218,469,101"
"56419,469,101"
"56621,469,101"
"56821,469,101"
"57022,469,101"
"57223,469,101"
"57423,469,103"
"57624,469,112"
"57825,469,120"
"58025,469,132"
"58226,469,149"
"58427,469,170"
"58629,469,193"
"58829,469,218"
"59030,469,230"
"59231,469,240"
"59431,469,245"
"59632,469,245"
"59833,469,245"
"60034,469,255"
"60234,469,255"
"60436,470,255"
"60637,470,255"
"60837,470,255"
"61038,470,255"
"61239,470,255"
"61440,471,255"
"61640,471,255"
"61841,471,255"
"62043,471,255"
"62243,471,255"
"62444,471,255"
"62645,472,255"
"62845,472,255"
"63046,472,255"
"63247,472,255"
"63448,472,255"
"63648,472,255"
"63850,473,255"
"64051,474,255"
"64251,473,255"
"64452,473,255"
"64653,474,255"
"64854,474,255"
"65054,474,255"
"65255,474,255"
"65456,474,255"
"65657,474,255"
"65858,474,255"
"66059,475,255"
"66259,475,255"
"66460,475,255"
"66661,475,255"
"66862,475,255"
"67062,475,255"
"67263,475,255"
"67465,476,255"
"67665,476,255"
"67866,477,255"
"68067,477,255"
"68268,477,255"
"68468,477,255"
"68669,478,255"
