11,153
17,281
24,367
30,351
37,327
44,326
50,398
57,430
63,388
70,355
76,394
82,442
90,439
96,396
103,368
109,436
116,472
122,421
130,379
136,441
142,476
149,442
155,396
162,443
168,479
176,460
182,412
189,444
197,477
206,412
216,496
225,443
235,464
244,475
253,427
263,493
272,433
281,477
290,466
301,437
310,486
319,411
328,489
337,452
347,444
356,476
366,406
375,492
385,428
394,446
403,456
412,404
421,473
432,388
441,441
450,427
459,400
468,456
478,362
487,436
496,391
506,389
516,427
525,349
534,421
543,333
552,372
562,385
572,332
581,403
590,298
600,353
609,334
618,314
627,381
637,277
647,329
656,269
665,290
674,335
684,260
693,312
703,234
712,276
721,295
731,249
740,301
749,225
758,266
769,251
778,243
787,303
796,227
805,274
815,212
824,255
834,310
843,237
852,291
862,224
871,270
880,297
889,256
900,320
909,245
918,300
927,294
936,287
946,366
955,276
965,339
974,302
984,323
993,373
1002,309
1012,302
1022,319
1034,367
1044,399
1054,423
1064,420
1075,404
1085,391
1095,377
1106,366
1117,356
1127,387
1137,421
1147,443
1158,462
1169,477
1179,464
1189,445
1200,428
1210,413
1220,398
1231,433
1242,455
1252,471
1262,483
1272,493
1283,494
1293,468
1304,447
1314,428
1325,410
1335,440
1345,459
1355,473
1367,483
1377,491
1387,494
1397,465
1408,442
1418,421
1428,400
1439,409
1449,431
1460,448
1470,460
1480,471
1490,467
1502,438
1512,413
1522,389
1532,367
1543,346
1553,370
1564,396
1574,417
1585,431
1595,412
1605,384
1615,359
1626,335
1637,313
1647,295
1657,277
1668,312
1678,346
1688,369
1699,338
1710,315
1720,292
1730,275
1740,259
1751,242
1761,229
1772,237
1782,281
1793,306
1803,286
1813,268
1823,255
1835,243
1845,233
1855,224
1865,215
1875,208
1886,267
1897,310
1907,294
1917,282
1928,273
1938,266
1948,260
1958,254
1970,248
1980,256
1990,307
2000,346
2011,360
2021,347
2032,336
2042,329
2053,321
2063,314
2073,307
2083,333
2094,372
2105,401
2115,424
2125,423
2136,407
2146,392
2156,379
2167,367
2178,357
2188,391
2198,421
2208,443
2219,459
2230,473
2240,459
2250,441
2260,424
2271,407
2281,398
2291,428
2302,450
2313,465
2323,479
2333,489
2343,489
2354,464
2365,441
2375,422
2385,403
2396,429
2406,449
2416,464
2426,475
2438,483
2448,484
2458,458
2468,435
2479,413
2489,392
2500,399
2510,421
2521,438
2531,450
2541,461
2551,454
2563,426
2573,402
2583,379
2593,358
2604,338
2614,358
2624,382
2635,402
2646,416
2656,395
2666,369
2676,346
2686,324
2698,304
2708,286
2718,269
2728,303
2739,333
2749,354
2759,327
2770,304
2781,284
2791,265
2801,249
2811,235
2822,222
2833,231
2843,278
2853,303
2864,283
2874,267
2884,253
2895,240
2906,230
2916,221
2926,214
2936,207
2947,270
2957,312
2968,296
2978,286
2989,278
2999,270
3009,263
3019,257
3031,252
3041,263
3051,313
3061,353
3072,371
3082,357
3092,345
3103,333
3113,325
3124,316
3134,309
3144,335
3154,374
3166,402
3176,423
3186,427
3196,408
3207,393
3217,380
3228,367
3238,354
3249,389
3259,417
3269,437
3279,453
3290,466
3301,454
3311,435
3321,417
3332,400
3342,392
3352,421
3363,442
3374,456
3384,468
3394,478
3404,477
3415,452
3425,432
3436,413
3446,395
3457,420
3467,439
3477,453
3487,464
3499,473
3509,474
3519,447
3529,423
3539,401
3550,381
3561,384
3571,409
3581,424
3592,437
3602,448
3612,439
3622,411
3634,385
3644,363
3654,341
3664,322
3675,336
3685,364
3696,384
3706,400
3717,377
3727,352
3737,328
3747,308
3758,290
3769,271
3779,255
3789,287
3800,322
3810,339
3820,312
3831,291
3842,273
3852,255
3862,240
3872,227
3883,216
3894,224
3904,271
3914,294
3924,275
3935,259
3945,246
3955,234
3966,223
3977,215
3987,208
3997,208
4007,260
4018,299
4029,288
4039,277
4049,269
4060,263
4070,257
4080,250
4090,244
4102,258
4112,304
4122,339
4132,357
4143,344
4153,333
4164,324
4174,316
4185,308
4195,302
4205,331
4215,363
4227,388
4237,408
4247,413
4257,395
4268,382
4278,369
4288,357
4299,346
4310,383
4320,409
4330,428
4340,443
4350,455
4362,444
4372,423
4382,407
4392,390
4403,382
4413,410
4423,430
4434,446
4445,456
4455,465
4465,462
4475,437
4486,416
4497,396
4507,378
4517,403
4528,421
4538,435
4548,445
4559,453
4570,451
4580,424
4590,401
4600,381
4611,362
4621,362
4632,385
4642,400
4653,413
4663,423
4673,410
4683,384
4695,361
4705,340
4715,320
4725,302
4736,312
4746,339
4756,360
4767,375
4777,350
4788,326
4798,305
4808,286
4818,268
4830,251
4840,236
4850,264
4860,298
4871,312
4881,287
4892,266
4902,250
4913,236
4923,223
4933,212
4943,202
4954,204
4965,255
4975,280
4985,262
4996,248
5006,237
5016,228
5027,219
5038,212
5048,208
5058,212
5068,263
5079,302
5089,295
5100,284
5110,275
5121,267
5131,261
5141,254
5151,249
5163,266
5173,311
5183,344
5193,366
5203,351
5214,339
5225,328
5235,318
5245,312
5256,304
5266,335
5276,369
5286,394
5298,414
5308,420
5318,403
5328,386
5339,373
5349,361
5360,353
5370,386
5381,411
5391,429
5401,442
5411,452
5422,442
5433,422
5443,404
5453,388
5464,380
5474,405
5484,424
5495,438
5506,449
5516,459
5526,456
5536,432
5547,410
5558,390
5568,372
5578,395
5588,413
5599,426
5609,438
5619,446
5630,440
5641,414
