11,15
17,50
24,80
30,83
36,85
44,87
50,112
57,141
63,136
69,127
76,121
82,156
90,181
96,157
102,145
109,156
115,186
122,172
129,154
136,154
142,183
149,174
155,154
162,139
168,175
175,176
182,157
188,143
195,175
201,185
209,197
219,148
228,181
238,181
247,170
257,201
266,158
275,189
284,174
293,173
304,194
313,160
322,196
331,166
340,181
350,192
359,169
369,212
378,158
388,188
397,186
406,172
415,204
424,159
435,190
444,176
453,176
462,197
472,162
481,197
490,164
499,178
509,189
519,164
528,206
537,152
546,182
556,180
565,168
575,201
584,156
593,188
603,170
612,171
621,192
630,158
641,190
650,157
659,173
668,183
677,159
687,201
696,148
706,175
715,174
724,161
734,191
743,149
752,178
761,163
772,164
781,186
790,154
799,186
808,156
818,172
827,183
837,159
846,200
856,147
865,175
874,174
883,162
892,196
903,153
912,185
921,170
930,172
940,194
949,159
958,193
968,160
977,174
987,184
996,161
1005,204
1015,188
1026,181
1037,173
1047,167
1057,161
1068,155
1078,171
1088,184
1098,195
1110,204
1120,193
1130,183
1140,175
1150,168
1161,162
1172,156
1182,170
1192,183
1203,194
1213,204
1223,197
1234,187
1245,178
1255,171
1265,164
1275,159
1286,167
1296,182
1307,194
1317,203
1328,201
1338,190
1348,181
1358,173
1370,166
1380,160
1390,165
1400,179
1411,191
1421,201
1431,210
1442,190
1453,182
1463,174
1473,167
1483,160
1494,154
1505,176
1515,187
1525,198
1536,207
1546,191
1556,182
1567,174
1577,166
1588,159
1598,153
1608,169
1618,182
1629,194
1640,205
1650,192
1660,183
1671,175
1681,168
1691,160
1702,153
1713,164
1723,178
1733,189
1743,200
1754,191
1764,182
1775,174
1785,167
1796,161
1806,154
1816,159
1826,176
1838,189
1848,201
1858,197
1868,188
1879,181
1889,174
1900,167
1910,161
1921,155
1931,181
1941,195
1951,208
1961,209
1973,198
1983,191
1993,184
2003,178
2014,172
2024,165
2035,189
2045,203
2056,217
2066,228
2076,212
2086,202
2098,193
2108,186
2118,179
2128,173
2139,191
2149,206
2159,219
2170,230
2181,220
2191,208
2201,200
2211,191
2222,184
2233,178
2243,193
2253,208
2264,222
2274,233
2284,227
2294,216
2306,205
2316,198
2326,190
2336,182
2347,190
2357,207
2368,220
2378,231
2388,229
2399,217
2409,208
2419,199
2429,191
2441,182
2451,188
2461,204
2471,217
2482,227
2492,237
2503,216
2513,206
2524,196
2534,187
2544,180
2554,173
2566,197
2576,212
2586,225
2596,235
2607,218
2617,208
2627,198
2638,189
2649,183
2659,176
2669,193
2679,210
2690,225
2701,237
2711,224
2721,213
2732,202
2742,192
2752,185
2762,178
2774,189
2784,207
2794,223
2804,237
2814,229
2825,217
2836,208
2846,199
2856,191
2867,183
2877,187
2887,207
2898,223
2909,235
2919,228
2929,214
2939,203
2950,193
2960,184
2971,176
2981,168
2992,194
3002,209
3012,221
3022,221
3034,206
3044,196
3054,186
3064,178
3075,170
3085,163
3095,184
3106,199
3117,211
3127,222
3137,204
3147,194
3158,186
3169,177
3179,170
3189,164
3200,179
3210,192
3220,202
3231,210
3241,196
3252,186
3262,176
3272,168
3282,161
3293,156
3304,170
3314,184
3324,195
3335,204
3345,197
3355,186
3366,177
3377,171
3387,165
3397,159
3407,168
3418,183
3428,194
3439,204
3449,199
3460,186
3470,174
3480,164
3490,156
3502,149
3512,155
3522,170
3532,184
3543,195
3553,204
3564,185
3574,174
3585,167
3595,160
3605,154
3615,148
3625,172
3637,187
3647,198
3657,209
3667,192
