323,586,587,566
324,585,586,566
325,585,586,566
326,584,586,565
327,584,585,565
328,583,585,564
329,583,584,564
330,583,584,564
331,583,583,563
332,582,583,563
333,581,582,563
334,581,582,562
335,580,581,562
336,580,581,562
337,579,580,561
338,578,580,561
339,578,580,561
340,577,579,560
341,576,579,560
342,576,578,560
343,575,578,560
344,574,577,559
345,573,577,559
346,573,577,559
347,572,576,558
348,572,576,558
349,571,576,558
350,571,575,558
351,570,575,557
352,570,575,557
353,570,574,557
354,569,574,557
355,569,574,556
356,568,573,556
357,567,573,556
358,567,573,556
359,567,572,555
360,567,572,555
361,567,571,555
362,566,571,555
363,566,571,554
364,566,570,554
365,565,570,554
366,564,569,553
367,564,569,553
368,564,569,553
369,563,568,552
370,562,568,552
371,562,567,552
372,562,567,551
373,561,567,551
374,561,567,551
375,561,566,550
376,561,566,550
377,560,565,550
378,559,565,549
379,558,564,549
380,558,563,549
381,557,563,548
382,556,562,548
383,556,562,548
384,556,562,548
385,555,561,547
386,555,561,547
387,554,560,547
388,554,560,547
389,554,560,547
390,553,560,547
391,553,559,547
392,553,559,546
393,552,559,546
394,552,559,546
395,551,558,546
396,551,558,546
397,551,557,545
398,550,557,545
399,549,556,545
400,549,556,545
401,548,555,545
402,548,555,545
403,548,554,545
404,547,554,544
405,547,554,544
406,547,553,544
407,547,553,544
408,546,553,544
409,546,552,544
410,545,552,543
411,545,551,543
412,545,551,543
413,545,551,543
414,544,550,542
415,544,550,542
416,544,550,542
417,544,549,541
418,543,549,541
419,543,549,541
420,543,549,540
421,543,548,540
422,542,548,539
423,542,548,539
424,541,547,539
425,541,547,538
426,540,547,538
427,540,547,537
428,540,546,537
429,540,546,537
430,540,546,536
431,539,546,536
432,539,545,535
433,539,545,535
434,539,545,535
435,539,544,534
436,538,544,534
437,538,544,534
438,538,544,533
439,538,543,533
440,537,543,533
441,537,543,532
442,537,543,532
443,536,542,532
444,536,542,531
445,536,542,531
446,536,541,531
447,535,541,530
448,535,541,530
449,535,541,530
450,535,540,530
451,535,540,530
452,534,540,530
453,534,540,530
454,534,540,530
455,534,540,530
456,533,539,530
457,533,539,529
458,533,539,529
459,532,539,529
460,532,538,529
461,532,538,529
462,532,538,529
463,531,538,529
464,531,538,529
465,531,537,529
466,530,537,529
467,530,537,528
468,530,536,528
469,530,536,528
470,530,536,528
471,530,536,528
472,529,536,528
473,529,535,528
474,529,535,528
475,529,535,528
476,529,535,528
477,529,534,527
478,528,534,527
479,528,534,527
480,528,534,527
481,528,534,527
482,527,534,527
483,527,533,527
484,527,533,526
485,527,533,526
486,526,533,526
487,526,533,526
488,526,532,526
489,526,532,525
490,526,532,525
491,526,532,525
492,526,532,525
493,526,531,525
494,525,531,525
495,525,531,524
496,525,531,524
497,525,531,524
498,525,530,524
499,525,530,523
500,525,530,523
501,524,530,523
502,524,529,522
503,524,529,522
504,524,529,522
505,524,529,522
506,524,529,521
507,523,528,521
508,523,528,521
509,523,528,521
510,523,528,520
511,523,528,520
512,523,528,520
513,523,527,520
514,523,527,519
515,523,527,519
516,522,527,519
517,522,527,519
518,522,527,519
519,522,527,519
520,522,526,518
521,522,526,518
522,522,526,518
523,522,526,518
524,521,526,518
525,521,526,518
526,521,526,517
527,521,525,517
528,521,525,517
529,521,525,517
530,520,525,517
531,520,525,517
532,520,525,517
533,520,525,516
534,520,524,516
535,520,524,516
536,519,524,516
537,519,524,516
538,519,524,516
539,519,524,516
540,519,524,516
541,519,523,516
542,519,523,515
543,519,523,515
544,519,523,515
545,519,523,515
546,518,523,515
547,518,523,515
548,518,522,515
549,518,522,515
550,518,522,515
551,518,522,515
552,518,522,514
553,517,522,514
554,517,522,514
555,517,522,514
556,516,522,514
557,516,522,514
558,516,521,514
559,516,521,514
560,515,521,513
561,515,521,513
562,515,521,513
563,515,521,513
564,515,521,513
565,515,521,513
566,515,520,513
567,515,520,513
568,514,520,513
569,514,520,512
570,514,520,512
571,514,520,512
572,514,520,512
573,514,520,512
574,514,519,512
575,514,519,512
576,514,519,512
577,513,519,512
578,513,519,512
579,513,519,512
580,513,519,512
581,513,519,511
582,513,518,511
583,512,518,511
584,512,518,511
585,512,518,511
586,512,518,511
587,512,518,511
588,512,518,511
589,512,518,510
590,512,518,510
591,512,517,510
592,512,517,510
593,511,517,510
594,511,517,510
595,511,517,510
596,511,517,510
597,511,517,510
598,511,516,509
599,511,516,509
600,511,516,509
601,511,516,509
602,511,516,509
603,511,516,509
604,510,515,509
605,510,515,508
606,510,515,508
607,510,514,508
608,509,514,508
609,509,514,508
610,509,514,508
611,509,514,508
612,509,514,508
613,508,514,508
614,508,514,508
615,508,514,508
616,508,514,508
617,508,514,508
618,508,513,508
619,508,513,508
620,508,513,508
621,507,513,508
622,507,513,508
623,507,513,508
624,507,512,508
625,507,512,508
626,507,512,508
627,507,512,508
628,507,512,508
629,507,512,508
630,507,512,508
631,507,512,508
632,507,512,508
633,506,512,508
634,506,512,508
635,506,512,507
636,506,512,507
637,506,512,507
638,506,512,507
639,506,512,507
640,506,512,507
641,506,512,507
642,506,511,506
643,506,511,506
644,506,511,506
645,506,511,506
646,506,511,506
647,506,511,506
648,506,511,506
649,506,511,505
650,506,511,505
651,506,511,505
652,506,511,505
653,506,511,505
654,506,511,505
